full_text,ner
 حاجز حواره ازمه الي طالع,Barr B-LOC STAT O O
شو وضع الطرق لطلاب جامعة النجاح؟ مش بالليل هاد الحكي ببين لمة يطلع النهار بالاول,O O O O O O O O O O O O O O O
 شافي شمرون سالك,B-LOC I-LOC STAT
 صرة ازمة,B-LOC STAT
 حاجز صرة,Barr B-LOC
 حاجز جيت صرة نابلس تفتيش وازمة,Barr B-LOC B-LOC O STAT STAT
 حاجز صره ازمه,Barr B-LOC STAT
 دير شرف سالك تماما,B-LOC I-LOC STAT B-LOC
 عورته سالك احسن حاجز حواره,B-LOC STAT O Barr B-LOC
 حوارة للداخل ازمة,B-LOC O STAT
 حاجز حوارة الان بمشى السريع للخارجين,Barr B-LOC O O O O
 صره سالك,B-LOC STAT
 الي طالع نابلس لحواره التفتيش سريع وازمه,O O O O STAT O STAT
 صره ازمه خانقه للخارج,B-LOC STAT O O
 حاجز صره ازمه للي طالع نابلس,Barr B-LOC STAT O O O
 صره سالك,B-LOC STAT
 انا حاليا عالمحسوم,I-LOC O O
صره للداخل فاتح؟ اه فاتح,B-LOC O STAT O STAT
 الطالع حاجز وازمه قويه,O Barr STAT O
 الفايت سالفه,O O
اللي داخل عنابلس حاجز حوارة الوضع حركه سير قويه ماشيه,O O B-LOC Barr B-LOC O O O O STAT
 حاجز صره ازمه للي طالع نابلسالي طالع نابلس لحواره التفتيش سريع وازمه,Barr B-LOC STAT O O O O O O STAT O STAT
اللي داخل عنابلس حاجز حوارة الوضع ازمة,O O B-LOC Barr B-LOC O STAT
 اللي داخل نابلس فش ازمه,O O O O STAT
 سالك دير شرف,STAT B-LOC I-LOC
 صرة فاتح ازمة للي طالع عشان جنود واقفين,B-LOC STAT STAT O O O O STAT
 حواره ازمه للي طالع,B-LOC STAT O O
 حوارة سالكة,B-LOC STAT
 شافي شمرون حاجز بوقفو حد,B-LOC I-LOC Barr O O
 ازمه,STAT
 وللخارج,O
 جيش كتير,B-ORG O
يا اخوان ايش عحواره تفتيش عداخل لنابلس,O O O O STAT O O
 اه الفايت,O O
وللخارج ازمه,O STAT
 للي فايت,O O
تدقيق للي داخل عنابلس شافي شمرون للخارج سالكه,O O O B-LOC B-LOC I-LOC O STAT
 ديرشرف سالك هيني مريت,O STAT O O
 يتسهار لحوارة سالك,B-LOC B-LOC STAT
صره سالك للداخل وازمة للخارج,B-LOC STAT O STAT O
 مفرق ارئيل الجيش موقفين شب والجيش محوطينو,O B-LOC B-ORG O O B-ORG O
 حاجز حوارة ازمة للي داخل عنابلس,Barr B-LOC STAT O O B-LOC
 سالكه الطريق,STAT Barr
شباب دير شرف شو وضعها سالك,O B-LOC I-LOC O O STAT
 اما تفتح صرة خبروا,O STAT B-LOC O
 حاجز حوارة ازمه لداخل والخارج تفتيش,Barr B-LOC STAT O O STAT
 الداخل والخارج حوارة مأزم,O O B-LOC O
 شباب يتسهار فاتحه,O B-LOC STAT
 صرة للخارج نابلس تفتيش ازمة,B-LOC O O STAT STAT
صرة حاليا إذًا بتفتح صرة بلغنا,B-LOC O O O B-LOC O
 صرة ازمة,B-LOC STAT
 للي داخل بنابلس طول كرم سال,O O O O O STAT
 للداخل,O
 مسكرة صرة,STAT B-LOC
 حواره تفتيش وازمه,B-LOC STAT STAT
 دير شرف سالكة,B-LOC I-LOC STAT
 صحه للي داخل نابلس,O O O O
 المستوطنون يلقون حجاره اماتين ودوار كدوميم,B-ORG O O O Barr B-LOC
 للداخل صره طبيعي اما الخارج صره ازمه,O B-LOC O O O B-LOC STAT
 طريق المربعة سالكة وصرة سالكين الاتجاهين,Barr B-LOC STAT B-LOC STAT O
 صره حاجز,B-LOC Barr
 تل فاتحة,B-LOC STAT
شو وضعك صرا شباب للداخل لصره طبيعي الخارج صره ازمه,O O O O O B-LOC O O B-LOC STAT
 الي طالع نابلس حواره مسكر لزعتره سالكه حاجز عزعتره بوقف عشوائيا,O O O B-LOC STAT B-LOC STAT Barr B-LOC O O
 يسعد مساكم لأهل نابلس رفيديا أزمة كثير والسير واقف,O O O O O STAT O O STAT
 طريق لمربعة فاتحة,Barr B-LOC STAT
 حاجز عورتا الان بمشى,Barr B-LOC O O
 حاجز صرة سالك للداخلين وازمة سير متوسطة للخارجين,Barr B-LOC STAT O STAT O O O
اه بعرف انو ممنوع جمعة وسبت بعرف باقي الايام ممكن تصادر لانه دخل يوم الجمعه,O O O O O O O O O O O O O O O
 حاجز حواره وحاجز زعتر,Barr B-LOC Barr B-LOC
 حاجز حوارة ازمة للخارج,Barr B-LOC STAT O
 دير شرف يا اخوان فاضيه,B-LOC I-LOC O O STAT
 طريق واد قانا فاتحه مافي مخاصيم,Barr B-LOC I-LOC STAT O O
 حاجز للخارج نابلس,Barr O O
ديرشرف شباب حد يفيدنا للضروره؟؟؟؟؟ ربع سالك تمام,O O O O O I-LOC STAT O
 زعترة باتجاه اريحا سالكة,B-LOC O O STAT
 حوارة ازمة للداخل حوارة,B-LOC STAT O B-LOC
 حاجز صرة,Barr B-LOC
عالخارج نابلس ويلا الفايت عنابلس؟؟؟ الخارج,O O O O O O
 الخير للجميع نابلس مرورا بدير شرف سيلة الظهر سالكه تمنياتي بسفره وعوده ميمونه,O O O O B-LOC I-LOC O O STAT O O O O
حاجز صرة ازمه كتير,Barr B-LOC STAT O
 احسن طريق للخارج نابلس,O Barr O O
 احسن طريق للخروج فلسطين,O Barr O I-ORG
 دير شرف الطنيب سالك,B-LOC I-LOC O STAT
 طريق الجحيم احسن طريق للخروج فلسطين,Barr O O Barr O I-ORG
 احسن طريق للخارج نابلس,O Barr O O
 حاجز حوارة مسكر,Barr B-LOC STAT
 الحمرا تفتيش الي طالع,B-LOC STAT O O
الطريق الخليل لرام الله ياريت يفدونا الي بالطريق مو الي الاخبار سالكه,Barr O B-LOC O O O O O O O O STAT
 عورته فاتح مسكر,B-LOC STAT STAT
 عيون الحرامية تمام,O O O
 عورتا مسكر,B-LOC STAT
 وين طريق سالكه للخارج نابلس,O Barr STAT O O
حاجز حوارة شو وضعه ؟ ازمة مسكر,Barr B-LOC O O O STAT STAT
 عالخارج نابلس,O O
 عالداخل فاتح,O STAT
 شباب الحمره الي داخل نابلس سالكه للخارج ازمه,O B-LOC O O O STAT O STAT
 مستوطنون يلقون الحجارة المركبات الفلسطينية المارّة الطريق قريتي قصرة وجالود نابلس,B-ORG O O O I-ORG O Barr O B-LOC O O
 دير شرف سالك,B-LOC I-LOC STAT
شو وضع صره فاتح للي فايت,O O B-LOC STAT O O
 الي طالع تفتيش,O O STAT
 يتسهار سالك,B-LOC STAT
 طريق سفارين لطولكرم فاتحة,Barr O O STAT
 مستوطنون يهاجمون مركبات المواطنين نابلس,B-ORG O O B-ORG O
عورتا شباب الوضع عورتا تفتيش,B-LOC O O B-LOC STAT
 طريق سفارين,Barr O
 وحواره ازمه خانقه,O STAT O
 عورتا هسا مرقت وسكروا البوابه مباشره,B-LOC O O STAT O O
 الكونتينر ازمة واقفة اكثر نص باتجاه الخليل,B-LOC STAT STAT O O O O
 عورتا مسكر للي طالع,B-LOC STAT O O
 حوارة للداخلين فش ازمة,B-LOC O O STAT
مخصوم بيت فوريك ازمه وتفتيش دقيق,Barr B-LOC I-LOC STAT STAT O
 للداخلين,O
 الي فايت نابلس,O O O
 الكوتينر مسكر فاتح,B-LOC STAT STAT
 حواره سالك,B-LOC STAT
هسا مرقت للداخل للطالع,O O O O
هسا مرقت خارج داخل,O O O O
 خارج,O
شباب المربعه شباب يعطيكم العافيةحاجز المربعة اللي طالع نابلس تفتيش دقيق للشنطات والسيارات وفحص هويات وبطلبو التلفونات يفتشوها ديرو بالكم مستكلبين اللي صورة عادية يحاول يخفيها,O B-LOC O O O B-LOC O O O STAT O O O O O O O O B-LOC O O O B-LOC O O O
شباب يعطيكم العافيةحاجز المربعة اللي طالع نابلس تفتيش دقيق للشنطات والسيارات وفحص هويات وبطلبو التلفونات يفتشوها ديرو بالكم مستكلبين اللي صورة عادية يحاول يخفيها يعني الي داخل نابلس بحكوش,O O O B-LOC O O O STAT O O O O O O O O B-LOC O O O B-LOC O O O O O O O O
 طالع نابلس ازمه للركب عالحاجز,O O STAT O O
 طريق سبسطية فاتحة,Barr O STAT
 دير شرف لزعتره سالك تواجد جيش,B-LOC I-LOC B-LOC STAT O B-ORG
حوارة البلد شو وضعها؟ سالكه والا مسكرة؟ سالكه,B-LOC O O O STAT O STAT STAT
 طريق واد قانا فاتحه افيدونا,Barr B-LOC I-LOC STAT O
 حواراه سالكه,O STAT
 جيش,B-ORG
 الحمره ازممممممة خانقه,B-LOC O O
 حاجز حواره ازمه كثير بدك ساعتين تتقطع,Barr B-LOC STAT O O O O
 الحمرا ازمه,B-LOC STAT
 عورتا فاتح,B-LOC STAT
وضع حاجز زعترة ولاشي سالك,O Barr B-LOC O STAT
 الي بدة يجنب الحاجز يجي تل سالكه,O O O Barr O B-LOC STAT
 ياشباب الطرق سالكة دخول وخروج الا حاجز حوارة دخولخروج تفتيش,O O STAT O O O Barr B-LOC O STAT
 حواراه مسكره شكلها ازمه,O STAT O STAT
 حواراه دخول,O O
 هينا الحاجز,O Barr
 حواراه فتح دخول,O STAT O
شو وضع دير شرف وشافي شمرون حدا مر هلا؟؟ سالك,O O B-LOC I-LOC B-LOC I-LOC O O O STAT
 صرة حاجز بسيط يعني ازمة,B-LOC Barr O O STAT
 توقف للسير بشكل مفاجئ وسيارات شرطة بشكل كثيف مفرق سنجل الثاني,STAT O O O O B-ORG O O O O O
 تفتيش بسيط وعالماشي,STAT O O
 عناب فاتح,B-LOC STAT
 حواراه حاجزين سيارتين بولو شباب,O Barr O O O
 تفتيش,STAT
 الطالع مسكره,O STAT
 لانهم حاجزين شباب,O Barr O
 اسعاف وشرطة,O B-ORG
 حاجز حواراه,Barr O
 مدخل الي فايت,O O O
 سنجل ازمه وتسكير خط,O STAT O O
 يتسهار سالك,B-LOC STAT
 دير شرف فاتحه,B-LOC I-LOC STAT
 شباب صرة سالك للداخل والخارج تفتيش سريع,O B-LOC STAT O O STAT O
 شباب حاجز حوارة,O Barr B-LOC
قلقيلية لرام الله تعال طريق الكفريات وبتطلع روابي فش اشي,O B-LOC O O Barr O O O O STAT
 سالك حاجز,STAT Barr
 تسكير الطالع ازمه حاجز حواراه,O O STAT Barr O
 دير شرف سالكة مرقت,B-LOC I-LOC STAT O
زعتر اشي حاجز الطالع,B-LOC STAT Barr O
 صره سالك الاتجاهين ودير شرف سالك فش حواجز,B-LOC STAT O B-LOC I-LOC STAT O Barr
 حوارة سالكة,B-LOC STAT
 اسعافات كثيرة وتوقف السير ترمسعيا,O O STAT O B-LOC
 بيت فوريك سالكز,B-LOC I-LOC STAT
 الحمرا الان حاجز وطابور طويل,B-LOC O Barr O O
 اغلاق حاجز شوفة تواجد للمستوطنين,STAT Barr O O B-ORG
 الحمرة,B-LOC
 حاجز الحمرا ازمة مغلق,Barr B-LOC STAT STAT
شافي شمرون سالك ؟ سالك,B-LOC I-LOC STAT O STAT
 حركة سير مشلولة تماما سنجل,O O O B-LOC O
 دير شرف سالكة,B-LOC I-LOC STAT
 حوارة سالكة ازمة نهائيا,B-LOC STAT STAT O
 شافي شمرون سالكة,B-LOC I-LOC STAT
شافي شمرون سالكة سالكة,B-LOC I-LOC STAT STAT
عناب بطلعو وبدخلو ؟ سالك الجهتين,B-LOC O O O STAT O
 صرة الان سالك بالاتجاهين,B-LOC O STAT O
 الحمرا ازمة نص ساعه وتفتيش سياره سياره وازمة خااااانقه,B-LOC STAT O O STAT O O STAT O
صرة الان سالك بالاتجاهين هيني صره ومسكره وتفتيش,B-LOC O STAT O O B-LOC STAT STAT
 ادخلو سنجل,O O
 شباب صرة فاتحة ؟للي طالع نابلس,O B-LOC STAT O O O
 حوارة البلد سالكة,B-LOC O STAT
 دير شرف يتسهار حوارة سالك,B-LOC I-LOC B-LOC B-LOC STAT
 مخصوم حواره ازمه,Barr B-LOC STAT
 شباب صرة فاتحة للي داخل عنابلس,O B-LOC STAT O O B-LOC
 فاتحه,STAT
شباب الحمرا ؟؟ ازمة سالكة,O B-LOC O STAT STAT
شباب صرة فاتحة ؟للي طالع نابلس سالكه,O B-LOC STAT O O O STAT
شباب حاجز حوارة سالك شو وضعه للداخل سالكللخارج تفتيش وازمة,O Barr B-LOC STAT O O O O STAT STAT
 اماتين دير شرف سالكه,O B-LOC I-LOC STAT
 الكونتينر؟؟,B-LOC
 مسكرين المداخل,STAT O
 حزما ازمة ماشية,B-LOC STAT STAT
 مدخل سنجل كمان مسكر,O O O STAT
 حاجز شافي شمرون سالك,Barr B-LOC I-LOC STAT
 حادث سنجل الاتجاهين مسكرات,O O O STAT
طريق صره صره تفتيش الي طالع نابلس سياره,Barr B-LOC B-LOC STAT O O O O
 وحاجز حواره,Barr B-LOC
 سالكه,STAT
 حاجز صرة سالكة,Barr B-LOC STAT
مخصوم عناب فاتح؟ سالك,Barr B-LOC STAT STAT
يعطيكم العافيه طريق بيت امر سالكة ؟ ازمه تعال واد سعير,O O Barr B-LOC O STAT O STAT O B-LOC O
وين امرق دير شرف سالك,O O B-LOC I-LOC STAT
 المستوطنين برمو حجار حاجز شوفة,B-ORG O O Barr O
 انا عسنجل واقف عيون الحرامية,I-LOC O STAT O O
 طريق سنجل مسكره,Barr O STAT
ضروري بسرعه سالكه دير شرف,O O STAT B-LOC I-LOC
 حركة السير واقفة تماما,O O STAT B-LOC
 شباب يسعد مساكم سنجل حاجز جيش للي طالع سنجل,O O O O Barr B-ORG O O O
 حاجز حادث,Barr O
 مدخل سنجل,O O
 طريق المربعة تل تفتيش للي داخل نابلس,Barr B-LOC B-LOC STAT O O O
 مغلق,STAT
 طريق دير شرف للخارج,Barr B-LOC I-LOC O
 الكونتينر سالك,B-LOC STAT
ايش سنجل سالكه حادث,O O STAT O
 سنجل سالكة,O STAT
 دير شرف ماسكين سيت شباب منزلينهم السياره,B-LOC I-LOC O O O O O
 فتح السير الان رسميا سنجل,STAT O O O O
 عيون الحرامية حركة السير واقفة,O O O O STAT
 صرة سالك,B-LOC STAT
 المربعة تفتيش,B-LOC STAT
 عملية عرفر ومسكوة الطريق,O O O Barr
 طلوع عيون الحرامية السير واقف,O O O O STAT
 للخارج,O
 لانها الطريق مسكرة عوفرة,O Barr STAT B-LOC
 بقولو مستوطنين حوارة,O B-ORG B-LOC
 ومسكرة,STAT
 شارع حوارة الرئيس سالك الف الف,O B-LOC O STAT O O
 سنجل فاتح,O STAT
سنجل فاتح يعني زعتره رام الله سالك,O STAT O B-LOC O O STAT
يعني زعتره رام الله سالك سنجل حاليا فاتح,O B-LOC O O STAT O O STAT
 قلنديا للي داخل كفر عقب ازمة,B-LOC O O O O STAT
 تفتيش,STAT
 حاجز حواره,Barr B-LOC
 سالك,STAT
 حوارة ازمة وتفتيش للي طالع نابلس,B-LOC STAT STAT O O O
 عوفرة سالكة,B-LOC STAT
 صرة سالكة بالاتجاهين,B-LOC STAT O
 مربعه ازمه تفتيش,B-LOC STAT STAT
يتسهار سمعت مستوطنين كانو الجسر مادمه,B-LOC O B-ORG O O B-LOC
